,gnn_auc,gnn_f1,gnn_ap
291,0.9322741465536898,1.536706603779555,0.7119653748182166
294,0.9327645097261326,1.551463818585095,0.7218413505144214
297,0.9318589945091078,1.5304214842614965,0.7246283726342686
300,0.9314724884355801,1.527311276104568,0.71039992871029
303,0.9330685322749843,1.5519261778508568,0.721831055039273
306,0.9316323648071614,1.5180810463890428,0.7310718928888844
309,0.9306180618061807,1.5597441628531077,0.7254292241006132
312,0.9341248551847622,1.5373908628850261,0.7218050806106628
315,0.9333719075805196,1.5611922922124104,0.7297090764854453
318,0.9348026789299058,1.5667364259949947,0.7363223758033343
321,0.9350761355949441,1.5549656708538147,0.7398403070035069
324,0.9339126975524777,1.5591106770377094,0.7338948114813914
327,0.9345143938477617,1.567441292856032,0.7323667287492726
330,0.9341204917466732,1.560696682242323,0.7319650677041644
333,0.934745474256559,1.5459979733420413,0.7312581149216089
336,0.9354150874656982,1.577618822183061,0.7464807301135423
339,0.934192917546554,1.5594856721911057,0.7344948598363954
342,0.9343934902507122,1.551774662194086,0.7309014723737415
345,0.9344065369305983,1.5591449383669767,0.7301426850003117
348,0.935065408809642,1.5780719459694545,0.7401291550186941
351,0.9356056097174581,1.5537815260609218,0.7344594308413264
354,0.9344011989913359,1.5590757409150775,0.7329170725363559
357,0.9347593790792692,1.542919885419875,0.726883346884703
360,0.9351953156339485,1.5777014970105963,0.7324813702808017
363,0.9344179036868202,1.5634153221305014,0.735838176765814
366,0.9346417407883896,1.5657805273236105,0.7355695557418237
369,0.9348271069108074,1.5745216246576927,0.7408841407485088
372,0.9352354156299865,1.5720947580317255,0.7418595487588834
375,0.9349498286070608,1.5691949280041853,0.7398371500986181
378,0.9339843670230897,1.5691789040405346,0.7399578647145411
381,0.9343078941401994,1.5504718461952278,0.7380143061363802
384,0.9345230043655907,1.5713799175009544,0.73175234957089
387,0.9364872351109457,1.5735581691310754,0.7415017084729729
390,0.9353849506532969,1.5650943263284272,0.7404535635367602
393,0.9349020198703989,1.5679633909481112,0.741360647330835
396,0.9355605863087763,1.5752739520915102,0.7400818021839228
399,0.9365415817323443,1.5838555081424137,0.7482987130576226
402,0.9369058415440148,1.5764383952756407,0.7461545852606726
405,0.9355143411374296,1.5753384729511066,0.7453267659189731
408,0.9344895586126385,1.5551467157082555,0.7295460339880021
411,0.9345475414324447,1.5759143983682193,0.7323008460985254
414,0.9354882841396414,1.5763122194039199,0.7419439642331138
417,0.9349202517692141,1.577938950698663,0.745444226153217
420,0.933714437470507,1.5727851550317238,0.7428046143599629
423,0.9340679704968752,1.5592605908960344,0.737820861801592
426,0.9355319839721028,1.5729076762536025,0.7423662229535596
429,0.9340159946768383,1.5708852792468908,0.7400426811811566
432,0.9339083922935633,1.5557378013033603,0.7306627395478861
435,0.9331190754328487,1.580017827410969,0.7316647021153949
438,0.9355156792584436,1.6243807277042988,0.736470109334434
441,0.9319919557400766,1.512339072314213,0.7012998548852943
444,0.9345040234099036,1.5903013809527047,0.7241428183085037
447,0.9366333375629593,1.5431483717648415,0.7308935721363559
450,0.9361945211391411,1.596881202478844,0.7456994504974073
453,0.936056265603291,1.5862334008358248,0.7469382413441119
456,0.9356730684703141,1.5716464326421122,0.736079650519128
459,0.9355658878860544,1.5821250891641354,0.7355272031413999
462,0.9367437616361985,1.5859075159990843,0.7399314340582281
465,0.9350011135494003,1.5801212875365565,0.738357960959972
468,0.9353992263682448,1.5753231797497897,0.7368484234236319
471,0.9369867396861851,1.5929196591869508,0.7508050999982391
474,0.9356317830735954,1.5846319694907465,0.744868437236522
477,0.9365644970547083,1.582566150829511,0.7475592012001926
480,0.9350822080462845,1.5752452851484138,0.7453223111392093
483,0.9355931739189044,1.583295615891498,0.7399939224313393
486,0.9362483441479692,1.5730483855327766,0.7418885699531628
489,0.9355565210389567,1.5862048698992004,0.7493813060796868
492,0.9360791663808614,1.575335127308693,0.7466631292078636
495,0.934936534665683,1.5910612093505978,0.7401912472643795
498,0.9350162110451883,1.5702039237145242,0.7307313767092071
501,0.9344433207136886,1.57092515465288,0.7368624267806769
504,0.9352359174253668,1.59489858879538,0.7376478658731475
507,0.9348941584094418,1.5810647949933128,0.7372726143447007
510,0.9355986282165156,1.615241845220289,0.7550893120978541
513,0.9339324275650369,1.5660452476328017,0.74256333469752
516,0.935600424498529,1.591704617099486,0.746661972118356
519,0.9360225798612438,1.5809663300399257,0.7437737319356954
522,0.9351964210382644,1.6002842284461802,0.7419269523827693
525,0.9353136448025255,1.588418598850158,0.7446446929725035
528,0.936311883078942,1.5852824420450335,0.7473932512633852
531,0.934717242812123,1.5649376611284518,0.7404809458134276
534,0.9386377628455107,1.5981707214189467,0.7485175132054757
537,0.9348022425860969,1.5721502626533783,0.7267171345415298
540,0.9368357865454958,1.601505196476784,0.739727258279903
543,0.931206333256944,1.5549533869511527,0.7061459946854765
546,0.9382488496086374,1.5897021010239427,0.7385951648647451
549,0.933378496372034,1.5550370446604933,0.7259953840935497
552,0.9347569864607171,1.5672367367146676,0.7137011179334026
555,0.9329238770299368,1.5611790560373693,0.7019559081108862
558,0.9314178363735153,1.5620725766518964,0.7035131512683143
561,0.9356875114503888,1.599291820863026,0.7337903330793245
564,0.9337488577246323,1.5617224323990686,0.7338483979793038
567,0.9290716884370229,1.5613763836927588,0.7190161654822878
570,0.9080052638771731,1.4354315099460144,0.5929913737884344
573,0.9105876410794076,1.4165330739438349,0.590681723950772
576,0.9019408121731313,1.4705399000104324,0.5320231006011168
579,0.9064954706639948,1.4166358719002654,0.5691874440327387
582,0.9197526718931346,1.5354699698011285,0.6238324611315025
585,0.920107775757215,1.469097324772876,0.6393526619791571
588,0.9295145264962796,1.5308723529171788,0.7002922360677228
591,0.9317080413684183,1.5448980953491132,0.7149474120140572
594,0.9332054278726302,1.564350120580255,0.7209669879148826
597,0.932740707171357,1.5794255321153017,0.734043565382077
600,0.9347781564078455,1.559037013824624,0.7344907984781583
603,0.934920651751039,1.576664026503163,0.7398358624861164
606,0.9332577891296983,1.5623941751940789,0.7362027225465596
609,0.9343403435747879,1.570127222793236,0.7402857018939772
612,0.935466794207053,1.5761400500811116,0.7366347095610045
615,0.9351128466540662,1.5880084119926785,0.740187247640964
618,0.9360385864066338,1.5689575772810775,0.7381062950548227
621,0.9366562310681329,1.6001283312685257,0.7517256293951057
624,0.9362358283530505,1.583571694143021,0.7516283844731133
627,0.9350860842337869,1.58556863167206,0.7505433470360525
630,0.9361031943799384,1.5991281772762278,0.7508021917081176
633,0.9356911403763994,1.5854035151051586,0.7465909222380778
636,0.9375031307668289,1.6037011983499507,0.7605642158394136
639,0.935294365678569,1.573056823278186,0.7389764538258954
642,0.9390174328660325,1.6019369842489914,0.7635375552797276
645,0.9346609908227588,1.5760699183135944,0.7405651516095948
648,0.9359482486933977,1.5792292478838512,0.7412908551468597
651,0.9363366383177003,1.6059534124299761,0.7481751801834093
654,0.9361651988351831,1.5862073110075503,0.7502162175241399
657,0.935607456906249,1.584782044631315,0.7553162131414242
660,0.9364542257018024,1.5720184505096888,0.7507467843639085
663,0.9379138975561314,1.5911237213500236,0.7518288644966753
666,0.9370950765815383,1.5780583985703451,0.7494902501791141
669,0.9366046043231433,1.5797591123549448,0.7432224941138449
672,0.93659627742879,1.5960121109755592,0.7459414808994147
675,0.9372887405087221,1.595822895239997,0.7484064372063879
678,0.9373302440773454,1.6087771439596843,0.7552536568181263
681,0.936454472963294,1.5896593346132826,0.7538594557546823
684,0.9362316685420724,1.5826721870015963,0.7555355365241362
687,0.9373210517677714,1.5829985996219833,0.7556621157444361
690,0.9376044788888429,1.594659021811236,0.7561742582498379
693,0.937757955551227,1.602418771944032,0.7573340822780879
696,0.937136325616273,1.5844345375761504,0.7534093830105058
699,0.9370759938122958,1.5563055061737405,0.739416926085493
702,0.9358226034936244,1.5875446110328777,0.7417906610563869
705,0.9359900504302903,1.5946215141541698,0.7444800115473686
708,0.936415318378842,1.583390691094848,0.7505467208087983
711,0.9378026662468459,1.6074411678762022,0.7536782005746051
714,0.9363143120594782,1.5784862783455682,0.7462720098089517
717,0.9379457288369908,1.5949106428316302,0.7549491463006345
720,0.9368564328800536,1.5826271756609278,0.7552531046598584
723,0.9377647916042331,1.5929891940356171,0.7570086338758206
726,0.9389717913036213,1.594707102963749,0.7572224209709866
729,0.9385254843110838,1.5956902916519944,0.7526271413907194
732,0.936784472513569,1.5971599849269709,0.7497841092065654
735,0.9387549647925817,1.6149455258734655,0.7617426362921252
738,0.9382481150965591,1.5826787153720718,0.7622642179214102
741,0.9365129430336868,1.5915275801217714,0.7590081226879842
744,0.9374619399112687,1.5902673251215147,0.7545323283081848
747,0.9376019117327673,1.6035085108213873,0.7628511136666313
750,0.9365575955501309,1.58379830899538,0.7482106574674652
753,0.938827877843049,1.5877262492524447,0.758065723016989
756,0.9370497331873967,1.5934414886644608,0.7572128264194455
759,0.9383940284662556,1.602880001901995,0.7546340846836378
762,0.937749861373572,1.5981319278000234,0.7602413062395574
765,0.9367618626318711,1.6038003610408222,0.7623940419746607
768,0.939089196877803,1.5861469835053688,0.7535703479109566
771,0.934809471348531,1.603737712975624,0.7401392770275569
774,0.9340709449071726,1.565394749729052,0.7399162133647905
777,0.9354231452813693,1.5824922148087348,0.7500255986267134
780,0.9380788427882929,1.597097463847922,0.7588857788791639
783,0.9363276423628402,1.603537712597771,0.7548608901351815
786,0.9373847725086644,1.5884803505709482,0.7553080087537376
789,0.9376263760756529,1.5864316534909086,0.7511466896041443
792,0.9382911167789263,1.5994632458501754,0.7597628049133283
795,0.935859067291255,1.6019589310611908,0.7540601211411957
798,0.9369834743800151,1.6004230864067315,0.7586912101968551
801,0.9372406554209813,1.5945182546362662,0.7542100496422773
804,0.9365067105896163,1.5960012521279523,0.7538221055157237
807,0.937027552377111,1.5964695811942107,0.7619598113604797
810,0.9368146311431609,1.6063870095790977,0.7592757713302157
813,0.9354949456551239,1.594695420580681,0.7570708849164786
816,0.9364501677043795,1.6057536860651194,0.7612023070066232
819,0.9358899386157347,1.5946677480727038,0.7497056051606062
822,0.9369756056466612,1.5805100013676336,0.7461113899153251
825,0.9362738993503772,1.6088133071507822,0.7593192382819566
828,0.9393213972357096,1.5897204242820615,0.7522485951545685
831,0.9356305976729146,1.6011494586825292,0.7509237284414889
834,0.9377359710956552,1.6005944926995608,0.747752572586567
837,0.8290367431158474,1.4559388415924022,0.4343428958994774
840,0.8501256830162365,1.3570364197383389,0.3980042162681733
843,0.8931126096902884,1.5010185170609562,0.5025486506661542
846,0.8962138796776711,1.3341461863394244,0.5210342443049676
849,0.9171588915726943,1.5029712634492831,0.6078374208151823
852,0.9197113283172412,1.476840023646712,0.6239821404164948
855,0.9209786016414323,1.488912750470672,0.647124836626808
858,0.9264858568463012,1.5060400434614374,0.6533295421754413
861,0.9254280721847635,1.5064965590815824,0.6708465055723372
864,0.9289106121199672,1.5270965111259613,0.6913613576483741
867,0.9302978654468121,1.5372567051312511,0.7016492463168322
870,0.9297738892562903,1.5602668838702682,0.7070491042037301
873,0.9300388590342454,1.5574126691898784,0.7124971296138112
876,0.9312579672743306,1.5511164868888943,0.6961174727745537
879,0.9326320212009566,1.5452262386637856,0.7168846782368237
882,0.9317899285565554,1.5304905714958394,0.709765125543885
885,0.9348335575267824,1.582267257744224,0.7351446501221144
888,0.9348154565311098,1.538294712190671,0.7206210028486432
891,0.9349119830540356,1.5797632028557997,0.7310824422334012
894,0.9333482577460772,1.5718119186808208,0.7335459782636202
897,0.9345341674947019,1.5432535286148024,0.7263331075570426
900,0.9344200199542932,1.5614613318542627,0.7278396228365576
903,0.9328706212680604,1.571178355367594,0.7315469382449313
906,0.9347479323266824,1.5773254672958388,0.7347407757761092
909,0.9343050506330446,1.5622747363611722,0.7264676340807568
912,0.9354114658120845,1.569859992003199,0.7364804839831655
915,0.9349831361844736,1.5722722936407776,0.7302396510559335
918,0.933447962306411,1.5647463312347853,0.7302325659523887
921,0.9331881777473849,1.5617861993267712,0.7314530392945706
924,0.9356822171455075,1.5799091434948151,0.7350207955195965
927,0.933309932214862,1.5375596654099508,0.7166077239782384
930,0.9339711312608865,1.5776762937981428,0.7277503367597795
933,0.9342144656583169,1.5650055428095737,0.7248462905586024
936,0.9354616744396953,1.5810944296615375,0.7344380589869559
939,0.9355534666322944,1.5710181644556978,0.7314223760724716
942,0.9340908130952711,1.583024695216911,0.7400111784281658
945,0.9359109412977366,1.5761552862909305,0.7359147745953099
948,0.9358238179838927,1.5905106225054826,0.7479920384053667
951,0.9347649061008487,1.5615742642974026,0.7289907655606322
954,0.935039693614504,1.5916222365126063,0.7486000111825221
957,0.9344475605210317,1.5427076959300592,0.7277270262975528
960,0.9342651760813079,1.5863849472514513,0.7443415842630431
963,0.9354636016248513,1.5832452537549049,0.7376104191231999
966,0.9353804054052877,1.5854084201770124,0.7505316487814869
969,0.9357116485354179,1.575074265312611,0.7423965281095875
972,0.9335843124742957,1.582760486014222,0.7393108954286278
975,0.9376035625668443,1.5321414317515867,0.7130297382405737
978,0.9374236652868312,1.586148681275289,0.7336140595267335
981,0.9360923948706681,1.6000233318135908,0.7473868246022317
984,0.933462587096406,1.5488101885096393,0.7130752657512333
987,0.9355987227576742,1.5987921317857463,0.7447440956783093
990,0.9370177346414106,1.5731662979363648,0.7382761449221366
993,0.9353248806556049,1.552119150326819,0.7228013809417365
996,0.9327163591868204,1.580851002351595,0.7484706966727127
999,0.9351100322364988,1.5712589932331105,0.7302588350079775
1002,0.9367901958898625,1.5862732630071665,0.7391977898086406
1005,0.9372842534398873,1.5933479151426977,0.7516090725403496
1008,0.9356048824777767,1.5931256938885956,0.7510891115323528
1011,0.93696263896314,1.5881989752708368,0.748190680484144
1014,0.9349095540734993,1.5536750304889015,0.7267695935547165
1017,0.936423965258655,1.5618920026835674,0.7274814250969082
1020,0.9338813462498082,1.591459876598478,0.7359259423649691
1023,0.937208511427059,1.5850599961768719,0.7450538623838987
