,gnn_auc,gnn_f1,gnn_ap
867,0.9538103679477894,0.8436721758854216,0.8250924803398231
870,0.9549162813314489,0.8607703917963274,0.8411418479376295
873,0.952647293525164,0.8458588227541698,0.8404722744568282
876,0.9551012983788199,0.8471301825845338,0.8325363410179571
879,0.9544792684620409,0.8502987890135708,0.8390824722768284
882,0.9556065045131622,0.8589862769021072,0.8424224259914944
885,0.9553589884875632,0.8549105567236862,0.8443853163704831
888,0.9560105443354109,0.8668938898099939,0.849877679077864
891,0.9550458754426926,0.8643434128441623,0.8515220543000752
894,0.954788323509489,0.8758087360035934,0.8538731776743841
897,0.9565797402893285,0.8677046271507841,0.8497393332152858
900,0.9555698370884209,0.8670181333736698,0.8523624107394024
903,0.9561543414376341,0.8610550578668148,0.8490484566918515
906,0.9558140078114851,0.8634431346646924,0.8533228061895841
909,0.9545002493268525,0.8161357230415769,0.8060838445505831
912,0.954152774207031,0.8036867870206984,0.7801831406390932
915,0.9529916778763391,0.8306945851253313,0.8047500575452966
918,0.9532911188151972,0.8312186231486589,0.800808819289558
921,0.9557193939289216,0.8400078761880009,0.8165404218155123
924,0.9542566676679302,0.8507006630112901,0.832239917947509
927,0.9574183785452426,0.848877234926898,0.8258875302031083
930,0.9561471417647872,0.8439396810044364,0.8223907693587946
933,0.9542306688493165,0.7890712280173313,0.7580758821883196
936,0.9450342867329199,0.8265430853449479,0.791239771012873
939,0.9470703978483944,0.759395998424684,0.729093114008663
942,0.9508049845124128,0.802102918704587,0.781086950662063
945,0.9452505169074208,0.7460301478360142,0.679175987657032
948,0.9493320259891027,0.8712963754291867,0.8132982623407384
951,0.9529057908699539,0.8330371231840472,0.7824873154171357
954,0.9560306452402074,0.8480357985406629,0.8212564004595958
957,0.9559560522660758,0.838028374682807,0.8141890760046768
960,0.9559095089264599,0.8444312595066022,0.8245255395104807
963,0.9562352686693916,0.8609344442817024,0.8396669778056388
966,0.9583273990575323,0.8535118770696629,0.8372993439985593
969,0.9580634546875281,0.8694995263686051,0.84082734567368
972,0.9558133314785813,0.8616271934069962,0.8410887951337792
975,0.9569251064140737,0.8435299099557481,0.830883374765683
978,0.9565758568294292,0.8518910689280005,0.8392951058615935
981,0.9582664927342065,0.8489527922510648,0.83858361442664
984,0.9563868545086038,0.854962451125397,0.8409678464370489
987,0.9573828674315947,0.8534517953383415,0.838991384064485
